,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene14809,2.947319324,-0.113263034,0.092605197,-1.223074272,0.221301645,NA
gene23468,37.72944955,-0.162089428,0.132550609,-1.222849363,0.221386597,NA
gene40553,0.640135996,-0.070605024,0.05775068,-1.222583419,0.221487079,NA
gene3862,46.79511795,0.158073639,0.129325498,1.222292907,0.221596881,NA
gene22562,41.18944882,0.162072894,0.132781044,1.220602651,0.222236502,NA
gene320,19.39702872,-0.150242214,0.123100267,-1.220486495,0.222280506,NA
gene39072,23.68346455,-0.138236185,0.113263495,-1.220483126,0.222281783,NA
gene31194,15.90980925,0.146521068,0.120083566,1.220159198,0.222404531,NA
gene38026,16.66508228,-0.156961055,0.128640263,-1.220154959,0.222406137,NA
gene11426,1.493523928,0.104586874,0.085737626,1.21984803,0.22252249,NA
gene10734,0.979302346,-0.078780056,0.064586537,-1.219759726,0.222555973,NA
gene32149,2.55066369,-0.108504912,0.088980469,-1.219423914,0.222683338,NA
gene11289,2.517084431,0.106324872,0.087206332,1.219233401,0.222755618,NA
gene10170,40.56662011,0.160860941,0.131940269,1.219195188,0.222770118,NA
gene23349,31.02732636,0.157631695,0.129334861,1.218787367,0.222924908,NA
gene38444,2.3902044,0.133506503,0.109607784,1.218038513,0.223209338,NA
gene41260,17.12499746,-0.153313314,0.125885478,-1.217879266,0.223269856,NA
gene24871,42.66340659,-0.161688602,0.132785956,-1.217663427,0.223351901,NA
gene14027,57.19764807,0.160640509,0.131926401,1.217652478,0.223356063,NA
gene10314,1.789752742,-0.091525975,0.075168459,-1.217611438,0.223371666,NA
gene16188,10.93447373,-0.140258833,0.115192519,-1.217603656,0.223374625,NA
gene25513,0.892947804,0.066732013,0.054807263,1.217576086,0.223385107,NA
gene34929,27.34724541,0.149688983,0.122941513,1.217562557,0.22339025,NA
gene22741,3.860795051,-0.136952411,0.112522224,-1.217114327,0.22356072,NA
gene27030,4.429212671,0.116902023,0.096057362,1.217002226,0.223603369,NA
gene23122,2.130000367,0.064991846,0.053412827,1.216783476,0.223686609,NA
gene40113,13.08540136,0.142154738,0.116871289,1.216335843,0.223857013,NA
gene30086,12.13904998,0.13284926,0.109254732,1.215958865,0.224000592,NA
gene21458,11.71736831,0.132084403,0.108626592,1.215949058,0.224004328,NA
gene39692,18.63318307,0.14758401,0.121376416,1.215919985,0.224015404,NA
gene34394,19.49474145,0.132066859,0.108721092,1.214730798,0.224468782,NA
gene22847,10.80381689,0.142116476,0.117004933,1.214619531,0.224511236,NA
gene27264,0.73270129,-0.088813806,0.073122842,-1.21458362,0.224524939,NA
gene40263,1.594427638,-0.107882031,0.088836574,-1.214387574,0.224599758,NA
gene34364,16.83102141,-0.151083218,0.124425415,-1.21424725,0.224653322,NA
gene38231,0.429575242,-0.064634873,0.053240013,-1.214028116,0.224736988,NA
gene37671,5.72866956,0.105876072,0.08721571,1.213956436,0.22476436,NA
gene24959,2.002521569,-0.090872212,0.074857541,-1.213935311,0.224772427,NA
gene14680,1.108976674,0.072677003,0.059878266,1.213745958,0.224844749,NA
gene39429,3.503908195,-0.138885738,0.114433863,-1.213676919,0.224871122,NA
gene20236,0.341886693,0.052049226,0.042894899,1.213412948,0.224971979,NA
gene1625,32.93202993,-0.152822356,0.125954778,-1.213311297,0.225010825,NA
gene29074,6.631940928,0.141196001,0.116384449,1.213186146,0.22505866,NA
gene30530,10.35632741,-0.145423674,0.119890922,-1.212966522,0.22514262,NA
gene29836,5.217694545,-0.110493811,0.091096048,-1.21293749,0.225153721,NA
gene25961,1.948927211,-0.122468461,0.100993969,-1.212631428,0.225270767,NA
gene25748,10.46342788,-0.154140672,0.127126628,-1.212497131,0.22532214,NA
gene17575,24.05787381,-0.158418219,0.130681204,-1.212249458,0.225416905,NA
gene22480,1.35323908,0.071259625,0.058804652,1.211802511,0.225587987,NA
gene28768,41.03120983,0.152998644,0.126265925,1.211717608,0.225620497,NA
gene37003,5.939868425,-0.139883406,0.115444727,-1.211691598,0.225630457,NA
gene17120,41.80088118,0.160666953,0.132606894,1.211603323,0.225664262,NA
gene40076,9.970952382,-0.116407062,0.096082956,-1.211526655,0.225693625,NA
gene29858,1.181328159,-0.10619491,0.087666194,-1.211355305,0.225759261,NA
gene17766,61.42727059,0.156639841,0.12938997,1.210602652,0.226047727,NA
gene32330,0.822254938,0.081645584,0.067471118,1.210081967,0.226247442,NA
gene30433,44.1447421,-0.160493672,0.132647688,-1.209924382,0.22630791,NA
gene338,52.95430343,-0.154063616,0.127342067,-1.209840702,0.226340025,NA
gene40752,31.34787818,-0.156689098,0.129524429,-1.209726225,0.226383963,NA
gene3804,32.51484454,-0.159115424,0.131545207,-1.209587395,0.226437257,NA
gene28310,57.3135079,0.157174269,0.129948258,1.209514245,0.226465342,NA
gene30813,3.161672475,-0.117504168,0.097155635,-1.209442649,0.226492832,NA
gene22400,6.699466402,0.142260057,0.117670684,1.208967708,0.226675252,NA
gene28799,57.76999059,-0.160478027,0.1327801,-1.208599989,0.226816561,NA
gene23169,33.76619997,0.159157887,0.131699496,1.208492764,0.226857778,NA
gene32587,1.68314128,-0.09873608,0.081741522,-1.207906064,0.227083397,NA
gene39936,1.694181849,-0.078786663,0.065232668,-1.207779259,0.227132182,NA
gene25156,52.46591009,0.158495368,0.13126352,1.207459378,0.22725528,NA
gene34675,34.10361999,0.159984401,0.132548435,1.206988234,0.227436675,NA
gene2330,28.58059373,0.147342821,0.122109598,1.206644057,0.227569252,NA
gene31458,26.19922438,0.141053,0.116930414,1.20629865,0.227702358,NA
gene2046,5.304481973,-0.093629189,0.077679603,-1.205325278,0.228077755,NA
gene22489,2.792541873,0.096741852,0.080269083,1.20521935,0.228118634,NA
gene38464,27.9814894,0.148379693,0.123132705,1.205038852,0.228188304,NA
gene2047,1.402769235,-0.097562043,0.080974442,-1.204849836,0.228261277,NA
gene3533,5.892515952,0.135791394,0.112716798,1.20471302,0.228314108,NA
gene41112,1.437875338,0.108047604,0.089699486,1.204550981,0.22837669,NA
gene32402,58.2371161,0.157702263,0.130938436,1.204400077,0.228434982,NA
gene17493,0.800953907,0.090471826,0.075148505,1.203907193,0.228625451,NA
gene17518,28.40512288,0.15207019,0.126325713,1.203794427,0.228669044,NA
gene13946,1.307103876,0.076817667,0.063823916,1.203587491,0.228749057,NA
gene24490,33.98140334,0.158127542,0.131406413,1.203347229,0.22884198,NA
gene20276,42.98003726,-0.159543777,0.132623479,-1.202982895,0.22898294,NA
gene16779,26.03641086,-0.147648618,0.122736393,-1.202973418,0.228986607,NA
gene30209,30.07318526,-0.159164011,0.13234342,-1.202659045,0.229108289,NA
gene22014,1.632887035,-0.10362372,0.086208096,-1.202018437,0.229356385,NA
gene15898,1.036533519,0.100391888,0.083546283,1.201632005,0.229506136,NA
gene18024,1.847342146,0.105820554,0.088074551,1.201488427,0.229561793,NA
gene38138,1.181891249,-0.107902275,0.089812582,-1.201416026,0.229589863,NA
gene40333,5.153606146,0.09367377,0.078013727,1.200734454,0.229854225,NA
gene41597,3.203361916,0.09517567,0.079281233,1.200481701,0.229952315,NA
gene39203,32.92983068,0.153620919,0.128010882,1.200061408,0.230115492,NA
gene39238,0.79253786,-0.067078008,0.055931101,-1.199297128,0.230412431,NA
gene37797,30.8202444,0.153587623,0.128114501,1.198830906,0.230593702,NA
gene36740,35.80780407,0.155451927,0.129679044,1.198743618,0.230627652,NA
gene30088,1.398710948,0.082080275,0.068503722,1.198187093,0.230844189,NA
gene10999,12.23874154,0.146424729,0.122207776,1.198162126,0.230853907,NA
gene11379,55.73393479,0.159037942,0.132744159,1.198078649,0.2308864,NA
gene35439,24.94154287,-0.155700449,0.129986531,-1.197819859,0.230987154,NA
gene13618,5.387748091,-0.134901565,0.112644209,-1.197589876,0.231076719,NA
gene14754,15.30591919,-0.149316654,0.124698429,-1.197422091,0.231142078,NA
gene39373,2.008110025,-0.084901839,0.07090529,-1.197397805,0.231151539,NA
gene23684,55.54153815,0.158545002,0.132422939,1.197262372,0.231204306,NA
gene16992,60.64028343,0.158665014,0.132525195,1.197244149,0.231211406,NA
gene23245,3.922931777,0.10555474,0.088169174,1.197184178,0.231234776,NA
gene118,2.503830046,0.13462619,0.112459355,1.197109749,0.23126378,NA
gene21947,4.382716601,-0.13690754,0.114378137,-1.196972975,0.231317088,NA
gene24744,6.962892673,-0.12346677,0.103151556,-1.1969453,0.231327876,NA
gene39886,20.1109034,-0.153075553,0.127920306,-1.196647802,0.23144386,NA
gene34676,39.83564192,0.15468235,0.129265982,1.196620696,0.23145443,NA
gene19954,3.801902626,0.12177928,0.101777427,1.196525436,0.231491579,NA
gene21220,42.52726085,0.15740386,0.131562106,1.196422471,0.231531737,NA
gene12668,1.117837788,0.085044702,0.071140828,1.195441545,0.231914562,NA
gene17694,22.12685694,0.148826124,0.124515669,1.195240119,0.231993228,NA
gene23825,16.24408364,-0.13101911,0.109621496,-1.195195423,0.232010686,NA
gene12632,3.491627442,-0.150637594,0.126131381,-1.194291164,0.232364093,NA
gene37009,0.433214072,-0.058797571,0.049233605,-1.194256887,0.232377497,NA
gene31192,3.848707012,-0.085393197,0.071524147,-1.193907231,0.232514259,NA
gene34005,1.241968317,-0.085583155,0.071691652,-1.193767373,0.232568978,NA
gene27117,34.34809662,0.15623651,0.130885562,1.193687895,0.232600078,NA
gene2184,5.879991795,0.101290267,0.084855365,1.193681358,0.232602635,NA
gene15862,5.484440036,-0.118762607,0.099517194,-1.193387813,0.232717525,NA
gene22932,49.54570982,-0.154639947,0.129659614,-1.192660864,0.233002219,NA
gene22385,6.348987089,-0.148253764,0.124312343,-1.192590855,0.233029649,NA
gene36443,2.62418901,0.081410526,0.068295343,1.192036273,0.233247023,NA
gene28885,16.6028921,-0.137131581,0.115041695,-1.192016343,0.233254837,NA
gene14376,4.435883665,0.11728038,0.098415772,1.191682778,0.233385653,NA
gene13806,7.816034897,-0.140555103,0.117978471,-1.191362305,0.233511384,NA
gene13883,33.4810014,0.158024269,0.132654608,1.191245982,0.233557033,NA
gene15411,11.50046241,0.126906751,0.106542701,1.191135106,0.23360055,NA
gene38853,15.89818201,0.135367058,0.11368627,1.190707178,0.233768559,NA
gene2050,3.782874109,-0.138957416,0.116707861,-1.190643152,0.233793704,NA
gene10682,27.58707172,0.153512363,0.128957111,1.190414103,0.233883673,NA
gene15295,30.67776504,0.158042214,0.132772403,1.19032427,0.233918965,NA
gene26204,1.370898125,0.077421568,0.065044654,1.190283348,0.233935043,NA
gene23944,13.73223544,0.135595911,0.113924548,1.190225578,0.233957743,NA
gene26886,49.32834799,0.157902576,0.132676634,1.190131004,0.233994906,NA
gene35291,6.866603832,0.128465563,0.107967169,1.189857657,0.234102343,NA
gene22623,24.47272288,0.155678432,0.130847112,1.189773546,0.23413541,NA
gene22240,10.28491963,0.13030096,0.109517826,1.189769421,0.234137031,NA
gene23322,6.185298986,-0.125487403,0.105505326,-1.189394006,0.234284658,NA
gene34917,8.417278155,-0.10712395,0.090107586,-1.188844974,0.234500677,NA
gene24768,33.3250184,-0.155076327,0.130474719,-1.188554599,0.234614983,NA
gene28215,51.95309738,-0.157500468,0.132521818,-1.188487077,0.234641568,NA
gene4132,27.05604933,-0.156724009,0.131910341,-1.188110104,0.234790034,NA
gene28860,52.66690124,0.155858486,0.131185215,1.18807966,0.234802027,NA
gene10255,7.34940315,-0.112630717,0.094833059,-1.187673564,0.234962043,NA
gene25720,3.467554787,0.146074728,0.123017399,1.187431452,0.23505748,NA
gene40408,15.7438047,-0.151341888,0.12745446,-1.187419316,0.235062265,NA
gene11870,15.91909034,0.140595427,0.118408594,1.187375196,0.235079659,NA
gene38455,53.02534444,0.152090882,0.128091321,1.1873629,0.235084507,NA
gene24619,10.48172858,0.139774255,0.117748799,1.187054616,0.235206078,NA
gene13075,3.505013242,-0.107889237,0.090904478,-1.18684184,0.235290012,NA
gene30765,37.92955337,0.157487762,0.132705789,1.186743722,0.235328723,NA
gene3825,12.73965524,0.139648705,0.117713105,1.186347985,0.235484904,NA
gene30948,2.71287738,-0.118076754,0.099543853,-1.186178257,0.235551911,NA
gene24611,6.190775096,0.111358331,0.093885666,1.186105779,0.235580528,NA
gene3655,20.90993241,0.14609136,0.12317699,1.18602801,0.235611238,NA
gene19536,3.119402901,-0.131461268,0.110847357,-1.185966641,0.235635474,NA
gene33323,10.81137723,0.139044718,0.117277302,1.185606379,0.235777782,NA
gene12263,43.99962143,0.157347421,0.132718549,1.185572196,0.235791288,NA
gene30264,8.191111295,-0.131961217,0.111310037,-1.185528467,0.235808566,NA
gene38354,10.43627082,0.11898699,0.100387749,1.185274012,0.235909125,NA
gene32745,5.248436489,0.10250343,0.086608106,1.183531598,0.236598531,NA
gene17726,8.353845824,0.136912849,0.115727559,1.183061757,0.236784673,NA
gene19938,11.96661398,-0.13290214,0.112346838,-1.182962885,0.236823857,NA
gene37369,4.399129079,-0.125428304,0.106034785,-1.182897708,0.23684969,NA
gene31371,22.00563473,0.14381312,0.121605288,1.18262225,0.23695889,NA
gene34104,1.76814742,-0.102812108,0.086983279,-1.181975545,0.237215404,NA
gene14064,17.62037083,0.111730586,0.094544827,1.18177365,0.237295526,NA
gene19117,40.58730456,-0.151150229,0.127903371,-1.181753281,0.23730361,NA
gene11268,2.091335458,0.113681337,0.09623789,1.181253423,0.237502064,NA
gene25744,18.86815221,-0.156552226,0.132586664,-1.180753941,0.237700486,NA
gene31032,1.301692868,-0.074805717,0.06335754,-1.180691624,0.23772525,NA
gene24052,6.571244696,-0.14510703,0.123028696,-1.17945678,0.238216337,NA
gene34306,49.89682234,0.156562347,0.132757958,1.179306677,0.23827608,NA
gene39937,1.311910993,0.071685704,0.060792138,1.179193668,0.238321067,NA
gene39593,13.03168893,-0.122585205,0.103983762,-1.178887961,0.238442792,NA
gene12718,6.519021109,0.131073016,0.11118891,1.178831747,0.23846518,NA
gene22383,2.214166466,0.100893622,0.085608746,1.178543395,0.238580043,NA
gene36265,8.716518491,-0.144789835,0.122906024,-1.178053197,0.238775399,NA
gene21712,0.853142693,0.047870461,0.040646908,1.177714703,0.238910363,NA
gene11675,1.051724615,-0.088724305,0.075366425,-1.177239148,0.239100067,NA
gene1309,2.925299762,0.109411264,0.092970517,1.176838281,0.23926006,NA
gene41472,11.38055003,0.11881138,0.10102784,1.176026143,0.239584429,NA
gene26080,1.378988735,0.091935477,0.078194823,1.175723329,0.239705453,NA
gene18905,28.78478572,-0.155361386,0.132163319,-1.175525759,0.239784438,NA
gene19327,55.08246655,-0.156017429,0.13274857,-1.175285195,0.239880636,NA
gene38692,2.305823251,-0.12657816,0.107847,-1.173682718,0.240522135,NA
gene36601,5.870196642,-0.107586812,0.091714101,-1.173067288,0.240768823,NA
gene34939,5.140653545,-0.148803884,0.126877055,-1.172819502,0.240868196,NA
gene2043,36.44784107,0.152020832,0.129647198,1.172573222,0.240966993,NA
gene21559,13.55288931,-0.151567717,0.129273521,-1.172457563,0.2410134,NA
gene3777,16.6184118,0.138616827,0.118244691,1.172287961,0.241081463,NA
gene16571,1.805809263,-0.108237437,0.09237145,-1.171762889,0.241292266,NA
gene26365,6.76622315,0.112507182,0.096027931,1.171608936,0.241354099,NA
gene15888,1.558627384,-0.067485415,0.0576143,-1.171330993,0.241465758,NA
gene34378,5.178520277,0.080381385,0.068642064,1.171022256,0.241589831,NA
gene31954,13.49391987,-0.153914732,0.131470691,-1.170715168,0.241713286,NA
gene25068,12.33790788,0.138282894,0.118181107,1.170093064,0.241963519,NA
gene10549,58.69444768,0.154404353,0.13196291,1.170058712,0.241977342,NA
gene23071,1.47208676,0.104407948,0.089244428,1.169909993,0.242037192,NA
gene28943,16.34176205,0.128626595,0.109949771,1.169866879,0.242054544,NA
gene37050,45.13310196,0.155165535,0.132697822,1.169314862,0.242276797,NA
gene40537,6.557751433,0.12553358,0.107390309,1.168947007,0.242424983,NA
gene21797,1.032953569,-0.088640315,0.075849868,-1.168628477,0.24255335,NA
gene28762,5.733408062,0.102809958,0.0879966,1.168340124,0.242669597,NA
gene23324,9.745690279,0.124511875,0.106571954,1.168336232,0.242671166,NA
gene40848,1.487655441,-0.115334889,0.09871949,-1.168309206,0.242682063,NA
gene24853,4.236177232,-0.098418844,0.084247837,-1.168206181,0.242723608,NA
gene14235,64.21049465,0.141494253,0.121150469,1.167921625,0.24283838,NA
gene23626,3.914382138,-0.122489308,0.104887457,-1.167816545,0.242880773,NA
gene4112,3.184527135,-0.082850168,0.070950362,-1.16772015,0.242919666,NA
gene21188,9.099153886,-0.109976952,0.094218735,-1.167251408,0.243108856,NA
gene25510,57.07113981,-0.154920503,0.132740187,-1.167095707,0.243171721,NA
gene16299,21.43575909,0.143021642,0.122555132,1.166998389,0.24321102,NA
gene20129,42.32542733,0.148635996,0.127400626,1.166681836,0.243338881,NA
gene40905,1.473784171,0.104330137,0.089430657,1.166603725,0.243370438,NA
gene36251,40.21347134,0.154628114,0.132550078,1.166563735,0.243386596,NA
gene2205,5.359842009,-0.117178011,0.100492176,-1.166041136,0.243597814,NA
gene21294,4.050406496,0.069034519,0.059212028,1.165886749,0.243660237,NA
gene14715,1.065305966,0.096086555,0.082427014,1.165716801,0.243728965,NA
gene28020,1.285007379,-0.108077835,0.092747779,-1.165287574,0.243902607,NA
gene11075,0.956197269,-0.089744781,0.077028475,-1.165085776,0.243984274,NA
gene101,2.153517624,-0.093075152,0.079890457,-1.165034656,0.244004965,NA
gene23759,3.158431014,-0.081669742,0.070113056,-1.164829302,0.244088096,NA
gene26763,32.37956031,-0.149763069,0.128586558,-1.164686823,0.244145785,NA
gene35270,1.234406812,-0.077676508,0.066706081,-1.164459184,0.244237975,NA
gene17995,1.503482723,0.109243423,0.09385848,1.163916391,0.244457896,NA
gene39229,54.13326238,0.154511263,0.132752917,1.163901079,0.244464102,NA
gene34297,56.37564678,-0.15266628,0.131183947,-1.163757333,0.244522368,NA
gene38158,35.80114527,0.152888394,0.131386836,1.163650777,0.244565565,NA
gene33361,1.982880968,-0.099917706,0.085933613,-1.162731345,0.24493852,NA
gene38978,5.416239156,0.11028717,0.094872753,1.162474647,0.245042717,NA
gene36464,3.228394035,0.067022168,0.057669046,1.16218616,0.245159855,NA
gene21993,1.981208132,0.100863812,0.086795416,1.162086861,0.245200184,NA
gene37996,3.791782869,0.13157862,0.113259724,1.161742371,0.245340129,NA
gene22715,2.77038177,0.120604189,0.103830728,1.161546211,0.245419842,NA
gene1413,52.67373602,-0.153005972,0.131795825,-1.160931863,0.24566961,NA
gene2590,3.41529151,0.106268123,0.091538724,1.160908938,0.245678933,NA
gene39250,1.998107332,0.075516349,0.065052967,1.160844047,0.245705327,NA
gene11250,49.06627234,-0.151045789,0.130123883,-1.160784516,0.245729542,NA
gene17468,5.728638322,-0.141272229,0.121760482,-1.16024696,0.245948273,NA
gene1242,3.923014844,-0.097435097,0.084052092,-1.159222759,0.246365397,NA
gene31154,47.52497402,-0.151747937,0.130922868,-1.159063651,0.246430241,NA
gene11258,49.68611166,-0.152313127,0.131448788,-1.158725989,0.246567894,NA
gene34129,18.96433677,-0.130608191,0.112724636,-1.158648148,0.246599635,NA
gene38963,1.217740066,-0.076138281,0.065723757,-1.158459056,0.246676751,NA
gene21154,10.03454485,-0.108717237,0.093953161,-1.157142934,0.247213968,NA
gene29017,6.899497048,0.129846516,0.112328234,1.155956177,0.247699082,NA
gene32544,1.486086164,0.117922921,0.102130804,1.154626382,0.248243458,NA
gene17756,21.28679801,0.145362262,0.125912878,1.154466995,0.248308762,NA
gene25795,15.40475547,-0.140767793,0.121945604,-1.15434906,0.24835709,NA
gene37309,12.47798446,0.13135248,0.113800401,1.154235645,0.248403573,NA
gene1959,5.413722411,0.1197268,0.10373085,1.154206294,0.248415603,NA
gene154,3.539463397,-0.114203367,0.09895953,-1.154041116,0.248483313,NA
gene15743,3.407431103,-0.10775204,0.09337526,-1.153967771,0.248513383,NA
gene11592,57.03456958,0.145212782,0.125872757,1.153647423,0.248644747,NA
gene33783,4.203093579,-0.123839345,0.107429552,-1.152749335,0.249013285,NA
gene17479,20.70030806,-0.134998365,0.117124252,-1.152608128,0.249071265,NA
gene24680,1.465543178,-0.101161747,0.087770849,-1.152566576,0.249088329,NA
gene24897,1.016463021,-0.087338406,0.075801922,-1.15219251,0.249241975,NA
gene23720,52.10677233,0.15279228,0.132622933,1.152080387,0.249288042,NA
gene25689,24.12687317,0.150334796,0.130501554,1.151977063,0.249330499,NA
gene17853,1.381482592,0.091128835,0.079116392,1.151832551,0.249389889,NA
gene38252,1.305755565,-0.079635939,0.06917784,-1.151177,0.249659425,NA
gene28697,12.37146857,-0.123409323,0.107203774,-1.151165844,0.249664014,NA
gene38421,26.46909669,0.141555095,0.123047221,1.150412775,0.249973901,NA
gene25668,53.18186149,-0.152368768,0.132449496,-1.150391449,0.24998268,NA
gene11863,4.15257406,-0.111415759,0.096909956,-1.14968331,0.250274331,NA
gene39879,5.501444111,-0.13276136,0.115479274,-1.149655299,0.250285872,NA
gene26215,3.777574364,0.120458321,0.104780497,1.149625397,0.250298193,NA
gene30394,22.08780175,-0.143893214,0.125176132,-1.149525968,0.250339165,NA
gene32279,1.959984569,-0.11617519,0.101081623,-1.149320588,0.250423812,NA
gene22673,30.6758357,0.152077271,0.132322236,1.149294906,0.250434398,NA
gene35490,32.90820516,-0.150443819,0.130915176,-1.1491702,0.250485806,NA
gene41165,51.72913676,0.152029993,0.132314228,1.149007142,0.250553036,NA
gene29979,58.82227129,0.149202575,0.129869246,1.148867647,0.25061056,NA
gene19402,19.40443651,-0.145100448,0.126317071,-1.148700231,0.250679611,NA
gene26129,10.04915239,0.106541566,0.092750455,1.148690496,0.250683626,NA
gene30715,2.651206902,-0.106179211,0.09244705,-1.148540824,0.25074537,NA
gene2594,34.59943536,-0.149408381,0.130179473,-1.147710749,0.251087992,NA
gene25348,18.77374839,-0.134381727,0.11710065,-1.147574565,0.251144235,NA
gene37692,7.506055828,-0.132544181,0.115538555,-1.147185724,0.25130487,NA
gene22620,6.626712829,-0.110510716,0.096340841,-1.147080665,0.251348284,NA
gene20933,0.33434197,-0.055828063,0.048671176,-1.147045687,0.251362739,NA
gene36986,5.144292372,0.111276346,0.097034359,1.146772618,0.251475609,NA
gene17937,6.233170143,0.116760673,0.101846924,1.146432976,0.251616045,NA
gene22789,5.433755345,0.114818273,0.100159336,1.146356171,0.25164781,NA
gene26165,59.52371898,-0.14839289,0.129455211,-1.146287497,0.251676215,NA
gene28775,35.98381493,-0.149421197,0.130456506,-1.145371754,0.252055194,NA
gene12034,0.185292477,-0.026593533,0.023218634,-1.145353054,0.252062937,NA
gene28066,22.69632483,-0.150827077,0.131784171,-1.144500704,0.252416046,NA
gene25046,11.35339626,0.126649419,0.110673455,1.144352266,0.252477576,NA
gene30335,4.582026285,0.094863185,0.082923336,1.143986595,0.252629196,NA
gene22015,4.726414365,-0.14765417,0.12909853,-1.143732391,0.252734636,NA
gene13549,1.32167242,-0.086517468,0.075645915,-1.143716317,0.252741304,NA
gene19286,1.323674771,-0.089868175,0.078581845,-1.143625163,0.252779122,NA
gene26699,59.6061573,0.151802038,0.132746052,1.143552185,0.252809401,NA
gene22592,7.65041282,-0.115408394,0.100959885,-1.143111392,0.252992345,NA
gene21492,2.241930607,0.085831396,0.075085798,1.143110919,0.252992541,NA
gene30134,59.68594052,-0.14241465,0.124636084,-1.142643809,0.253186509,NA
gene35249,16.23986387,0.142384262,0.124639239,1.142371085,0.253299805,NA
gene16245,6.171916172,0.09135362,0.079993355,1.142015109,0.253447739,NA
gene16874,10.32998372,-0.141532909,0.123982409,-1.141556368,0.253638469,NA
gene33942,63.88821603,-0.146782302,0.128581783,-1.141548194,0.253641869,NA
gene28186,3.766190384,0.092987349,0.081473694,1.141317457,0.25373784,NA
gene11194,48.075898,-0.151444443,0.132698362,-1.141268368,0.253758261,NA
gene4153,18.27086539,0.150556153,0.131974184,1.140800033,0.253953147,NA
gene30664,3.428217807,-0.083997188,0.07366895,-1.140197983,0.254203828,NA
gene30569,14.85300753,0.119027563,0.10440451,1.140061508,0.254260677,NA
gene29021,2.402450563,0.077656278,0.068122946,1.139943052,0.254310027,NA
gene38491,58.13929581,0.14981366,0.13147628,1.13947291,0.254505961,NA
gene15302,1.827467775,0.095747067,0.084052066,1.139139956,0.254644784,NA
gene3710,4.45806634,0.113258246,0.099449547,1.138851297,0.254765182,NA
gene12275,33.1352253,0.147264012,0.12933305,1.138641763,0.254852602,NA
gene38696,3.203107212,-0.120853966,0.106142032,-1.138606111,0.254867478,NA
gene36059,2.225291019,-0.092694435,0.081463127,-1.137869827,0.255174842,NA
gene19436,2.391996088,-0.131745578,0.115785508,-1.137841692,0.255186592,NA
gene12505,1.191354278,0.066095829,0.058100484,1.137612358,0.255282384,NA
gene25963,15.04399776,-0.146077604,0.128456995,-1.137171269,0.255466695,NA
gene24742,41.83339837,0.146132267,0.128518752,1.137050157,0.255517319,NA
gene211,60.43158835,-0.150372934,0.132269597,-1.136866957,0.255593907,NA
gene31376,24.83688217,-0.14908652,0.131194956,-1.136373869,0.255800127,NA
gene14309,31.42133119,0.148722712,0.130893139,1.136214732,0.255866706,NA
gene40077,7.241977514,0.125821376,0.110755079,1.136032558,0.255942938,NA
gene30,1.314878512,-0.104904084,0.092360371,-1.13581272,0.256034952,NA
gene23069,1.286309904,0.0943194,0.083045322,1.135758133,0.256057803,NA
gene36326,1.55633902,0.072024212,0.063418656,1.135694395,0.256084487,NA
gene39324,21.01595488,0.133666582,0.117699213,1.135662494,0.256097843,NA
gene34890,13.53927592,0.120970086,0.106521648,1.135638511,0.256107884,NA
gene35123,3.696419139,-0.102173718,0.089973507,-1.135597818,0.256124922,NA
gene39795,0.351459989,-0.05291259,0.046617906,-1.135027167,0.256363936,NA
gene3861,8.199894723,-0.118015871,0.103981578,-1.134969029,0.256388295,NA
gene35715,25.79189766,0.13066699,0.115135178,1.13490066,0.256416943,NA
gene10521,14.51956744,0.147759007,0.130214272,1.134737423,0.256485352,NA
gene22347,4.44381873,0.119095766,0.104997991,1.134267095,0.256682527,NA
gene11463,39.53046988,-0.150474049,0.132668611,-1.134209878,0.256706521,NA
gene23602,21.42428791,0.136183326,0.120128241,1.133649553,0.256941578,NA
gene30007,15.23003995,0.13474323,0.118976042,1.132524051,0.257414179,NA
gene26227,2.042536759,-0.100533179,0.088769624,-1.132517797,0.257416807,NA
gene40983,19.78790887,-0.126803267,0.112006459,-1.132106738,0.257589563,NA
gene3449,38.31808127,0.149235479,0.131939265,1.131092243,0.258016269,NA
gene17858,2.602786097,-0.0839699,0.074241714,-1.131033961,0.258040798,NA
gene22945,4.217711864,0.091075534,0.080529191,1.130962984,0.258070672,NA
gene24900,64.55177733,0.148822924,0.131666067,1.130305841,0.258347374,NA
gene31835,1.185813582,-0.071227199,0.063038695,-1.129896458,0.258519857,NA
gene19367,29.80056559,-0.13720631,0.121448743,-1.129746647,0.258582996,NA
gene40073,2.573372453,0.080776713,0.071504067,1.129679976,0.258611098,NA
gene27184,3.030557657,-0.136140336,0.120523372,-1.129576224,0.258654834,NA
gene29030,3.266253323,-0.081528989,0.072195234,-1.129284925,0.258777658,NA
gene2108,1.355472107,-0.086732082,0.07681249,-1.129140348,0.258838633,NA
gene25062,3.448677866,0.107544672,0.095246958,1.129113987,0.258849752,NA
gene41498,0.348769214,0.052632285,0.046619831,1.128967734,0.258911445,NA
gene27956,22.07093384,0.141252468,0.125128721,1.128857284,0.258958043,NA
gene41161,17.87560598,0.131367916,0.116373741,1.128845,0.258963226,NA
gene28175,53.66199642,-0.149141642,0.132119769,-1.128836683,0.258966735,NA
gene40676,32.91030562,-0.14528104,0.128722966,-1.128633414,0.259052509,NA
