,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene25282,96.38067395,-0.046326627,0.120493365,-0.384474506,0.700626788,0.930237059
gene39703,150.6093677,-0.044365285,0.115408509,-0.384419531,0.700667527,0.930237059
gene3517,237.6573205,-0.043076256,0.112075957,-0.384348769,0.700719966,0.930237059
gene17560,267.1344227,-0.042929958,0.111779421,-0.384059588,0.700934283,0.930237059
gene3461,113.7912406,0.045051707,0.117390943,0.383774985,0.70114523,0.930237059
gene24961,123.4119308,0.048622307,0.126893088,0.38317538,0.701589731,0.930237059
gene20225,340.9542076,-0.050327278,0.131375792,-0.383078779,0.701661354,0.930237059
gene3887,243.9296162,-0.042077387,0.109868667,-0.382978953,0.70173537,0.930237059
gene11271,241.1865789,0.036664044,0.095853999,0.382498846,0.702091385,0.930237059
gene28809,342.235244,0.039325497,0.102813424,0.382493796,0.70209513,0.930237059
gene19799,187.4473597,0.040214503,0.105149493,0.382450754,0.70212705,0.930237059
gene25295,77.01406288,-0.04927816,0.128854626,-0.382432216,0.702140798,0.930237059
gene26062,229.9792181,-0.040274888,0.105338599,-0.382337419,0.702211103,0.930237059
gene26489,298.7885037,0.050261204,0.1316173,0.381873841,0.702554944,0.930237059
gene14497,655.9241838,-0.037172409,0.097371871,-0.381757165,0.702641494,0.930237059
gene35202,70.8670657,0.04622358,0.121081822,0.381754913,0.702643164,0.930237059
gene37724,83.7846897,-0.047264342,0.12393022,-0.381378666,0.702922289,0.930237059
gene11162,78.0527963,-0.050574029,0.132740075,-0.381000458,0.703202909,0.930237059
gene15682,112.9849538,0.048504322,0.127358044,0.380850085,0.703314493,0.930237059
gene31020,86.26907254,-0.049932439,0.131256693,-0.380418233,0.703634982,0.930340257
gene26668,1066.042501,-0.029931287,0.078776752,-0.379950754,0.703981971,0.930478409
gene13626,176.7168075,0.042416262,0.11207545,0.378461668,0.705087664,0.930553032
gene41511,86.95959128,0.049701218,0.131415654,0.378198611,0.705283058,0.930553032
gene1606,237.3062518,0.037684721,0.09979546,0.37761959,0.70571321,0.930553032
gene16967,132.1117965,0.047108874,0.124778154,0.377541039,0.705771573,0.930553032
gene36603,70.86083585,-0.049399905,0.13091299,-0.377349144,0.705914156,0.930553032
gene13547,95.45229721,0.048186722,0.127825496,0.376972698,0.706193894,0.930553032
gene14397,85.62233957,-0.048867181,0.129665269,-0.376871781,0.706268893,0.930553032
gene21339,399.8190383,-0.044310663,0.117584839,-0.376839933,0.706292562,0.930553032
gene23426,77.829469,-0.049598267,0.131617781,-0.376835609,0.706295776,0.930553032
gene40687,201.2853742,0.038522819,0.10245116,0.376011546,0.706908312,0.930553032
gene36360,206.9451745,-0.045337964,0.120583755,-0.37598733,0.706926315,0.930553032
gene12443,214.2649029,-0.048905477,0.13009138,-0.375931722,0.706967657,0.930553032
gene2907,164.1716915,-0.044537216,0.118663211,-0.375324544,0.707419115,0.930553032
gene38188,279.0292611,-0.03775594,0.100600712,-0.375304899,0.707433723,0.930553032
gene40106,80.33335379,0.049644691,0.132575335,0.374464003,0.708059133,0.930779434
gene26224,123.3673265,-0.048221149,0.128788523,-0.374421164,0.708091,0.930779434
gene36530,194.9892592,0.041335841,0.110593427,0.373763995,0.708579909,0.930877955
gene109,205.3455919,-0.042726539,0.114382222,-0.37354178,0.708745256,0.930877955
gene14898,375.970876,-0.035121951,0.094121206,-0.373156621,0.70903188,0.930877955
gene10770,67.36274972,-0.048486913,0.129986072,-0.373016219,0.709136373,0.930877955
gene29943,686.9904686,0.030869589,0.082854699,0.372574993,0.709464788,0.930990557
gene26418,169.1617343,-0.044246673,0.119153626,-0.37134139,0.710383273,0.931177156
gene17508,74.00703904,0.048454058,0.130657732,0.370847233,0.710751319,0.931177156
gene35446,79.19368934,0.04772895,0.128789815,0.370595685,0.710938696,0.931177156
gene2414,749.4999124,0.033047868,0.089220763,0.370405578,0.711080319,0.931177156
gene32318,1040.662899,0.025813266,0.069797279,0.369831991,0.711507677,0.931177156
gene39430,256.5776518,-0.033580377,0.091056781,-0.368785022,0.71228797,0.931177156
gene27499,2985.954748,-0.036035833,0.09773707,-0.368701796,0.71235001,0.931177156
gene39519,368.3761361,0.042743152,0.115984124,0.368525882,0.71248115,0.931177156
gene36470,85.34606922,-0.047117253,0.12787644,-0.36845922,0.712530847,0.931177156
gene14776,70.57241599,-0.048861868,0.132652988,-0.368343519,0.712617107,0.931177156
gene38074,416.6048421,-0.035729333,0.097003166,-0.368331619,0.712625979,0.931177156
gene33245,94.20407813,-0.043687597,0.118645853,-0.368218491,0.712710323,0.931177156
gene2637,196.0675368,0.042635624,0.115847537,0.368032206,0.71284922,0.931177156
gene35638,255.4823434,-0.034036764,0.092572614,-0.367676382,0.713114553,0.931177156
gene10889,95.94348322,-0.048260472,0.131436479,-0.367177154,0.71348688,0.931177156
gene18792,88.81120179,0.047178699,0.12859951,0.366865308,0.71371949,0.931177156
gene41134,81.06093937,-0.046663465,0.127201184,-0.366847723,0.713732608,0.931177156
gene39063,496.6099911,-0.035034634,0.095870303,-0.36543782,0.714784614,0.932232687
gene21824,429.3382987,0.04529497,0.124358343,0.364229442,0.715686683,0.932932001
gene2659,450.5386179,0.033790218,0.092868255,0.363851112,0.715969193,0.932932001
gene12353,410.5655785,0.047922429,0.131818881,0.363547532,0.716195913,0.932932001
gene35198,140.1752084,-0.040465047,0.111346035,-0.363417041,0.716293374,0.932932001
gene27263,149.6575364,-0.046350514,0.127730355,-0.362877834,0.716696146,0.933139841
gene28968,109.2852177,0.045904616,0.126890204,0.361766432,0.717526579,0.933525074
gene27587,178.487259,-0.044457694,0.122960835,-0.361559793,0.717681015,0.933525074
gene15174,625.0752338,0.033774064,0.09350144,0.361214372,0.717939199,0.933525074
gene10290,765.1594487,-0.031085619,0.086089837,-0.361083489,0.718037035,0.933525074
gene23873,215.8795241,0.037689369,0.104492274,0.360690484,0.718330839,0.933525074
gene18285,67.11903517,0.046782297,0.129760256,0.360528702,0.718451797,0.933525074
gene22608,148.9349054,0.042477234,0.118312348,0.359026209,0.719575483,0.934283709
gene139,321.1661125,0.033894854,0.094570327,0.358408979,0.720037273,0.934283709
gene38524,863.0153919,0.032117651,0.08962749,0.358345985,0.720084409,0.934283709
gene23037,80.65236857,-0.045506249,0.12707815,-0.358096567,0.720271048,0.934283709
gene2485,299.3415944,0.041140932,0.114999417,0.357749047,0.720531125,0.934283709
gene32357,214.9550224,-0.038816865,0.10850793,-0.357732982,0.720543148,0.934283709
gene20235,130.7905767,-0.045948074,0.128536927,-0.357469836,0.720740104,0.934283709
gene33889,120.2489393,0.046573052,0.130611296,0.356577516,0.721408112,0.934538465
gene30401,83.68522675,0.046509762,0.130521847,0.356336988,0.721588212,0.934538465
gene11275,584.1106847,0.030091649,0.084500479,0.356112179,0.721756557,0.934538465
gene28750,111.9209051,0.039225525,0.110385658,0.355349832,0.722327528,0.934538465
gene10458,348.7875117,0.034520321,0.097249434,0.354966809,0.722614457,0.934538465
gene15088,84.87201167,-0.046656915,0.131595074,-0.354549098,0.722927416,0.934538465
gene25064,137.7483235,0.042474858,0.119837895,0.354435947,0.723012199,0.934538465
gene39570,70.8192055,-0.046746691,0.131916846,-0.354364832,0.723065487,0.934538465
gene27082,269.4914448,0.036723394,0.103748272,0.353966317,0.723364126,0.934538465
gene2526,85.24526091,-0.046969189,0.132717656,-0.353903089,0.723411512,0.934538465
gene2572,143.1661779,-0.044971183,0.127205451,-0.353531882,0.723689732,0.934538465
gene1267,161.6142745,0.043410649,0.123024782,0.352861011,0.724192641,0.934538465
gene21731,915.3377666,-0.03103267,0.087954937,-0.352824649,0.724219904,0.934538465
gene11124,230.5016142,0.038643812,0.109579388,0.352655843,0.724346467,0.934538465
gene31917,68.63358966,0.046079445,0.130884953,0.352060674,0.72479276,0.93479994
gene22917,81.3971125,0.045844078,0.130482091,0.351343832,0.725330415,0.93505467
gene35690,71.67587788,0.046475012,0.132547682,0.350628626,0.725866978,0.93505467
gene32317,388.5970129,0.039084538,0.11150164,0.350528818,0.725941867,0.93505467
gene22852,160.5343543,-0.039139825,0.111730688,-0.350305054,0.726109773,0.93505467
gene37124,153.1999929,0.043875626,0.125347473,0.350031991,0.726314689,0.93505467
gene41409,186.7733461,0.037130618,0.106133434,0.349848459,0.726452429,0.93505467
gene25557,129.8318159,0.045810645,0.131254944,0.349020338,0.727074041,0.935314009
gene15314,106.9438393,0.04203139,0.120457748,0.348930569,0.727141435,0.935314009
gene31272,89.44704462,0.045806953,0.131474775,0.348408678,0.727533286,0.93550443
gene36908,245.3698241,-0.045583256,0.131104309,-0.347686939,0.728075307,0.935834798
gene36804,307.4770509,0.034481285,0.099295506,0.347259271,0.728396546,0.935834798
gene13624,93.47982599,-0.045537207,0.131495397,-0.346302671,0.729115262,0.935834798
gene21161,87.74244377,0.043575515,0.125865107,0.346208064,0.729186355,0.935834798
gene1862,70.97383954,-0.045904195,0.132600982,-0.346182922,0.729205248,0.935834798
gene13447,130.4637715,-0.041939875,0.121171982,-0.346118587,0.729253595,0.935834798
gene2908,83.51900424,0.042467637,0.123008037,0.345242781,0.729911859,0.936366367
gene13648,144.9205152,0.041007228,0.119323745,0.3436636,0.731099289,0.936894625
gene16828,313.4222192,0.045488017,0.132423512,0.343504083,0.73121927,0.936894625
gene17134,70.03890044,-0.044476983,0.129496775,-0.343460159,0.731252308,0.936894625
gene25791,221.7470926,0.031249682,0.091146671,0.342850503,0.73171093,0.936894625
gene19216,118.3080376,0.042907539,0.125174211,0.342782583,0.73176203,0.936894625
gene3842,1968.327286,0.039541686,0.115377562,0.342715565,0.731812452,0.936894625
gene34828,102.664614,0.040068148,0.117013727,0.34242263,0.732032861,0.936894625
gene35337,469.8307195,0.033208825,0.0971324,0.341892355,0.732431903,0.937072087
gene36990,512.3647105,-0.025491564,0.074831452,-0.340653079,0.733364766,0.937072087
gene32446,102.2892678,0.043473952,0.127742131,0.340325869,0.733611138,0.937072087
gene25191,245.1642665,0.038822181,0.114179515,0.340010037,0.73384897,0.937072087
gene10598,116.5933608,0.044617176,0.131696293,0.338788395,0.734769144,0.937072087
gene2767,198.634172,-0.034882452,0.103121224,-0.338266462,0.735162395,0.937072087
gene2312,154.4159078,0.039581001,0.117171023,0.33780537,0.735509863,0.937072087
gene28174,713.8051268,0.027213443,0.080570059,0.337761241,0.73554312,0.937072087
gene16846,87.91395978,0.044452864,0.131644029,0.337674747,0.735608307,0.937072087
gene10217,80.61784145,0.042572054,0.12609824,0.337610218,0.735656941,0.937072087
gene13445,107.9409994,-0.042937845,0.127198963,-0.337564427,0.735691453,0.937072087
gene39941,290.2498291,-0.0374638,0.111018841,-0.33745443,0.735774359,0.937072087
gene39618,1695.714717,0.03809864,0.113028673,0.337070578,0.736063696,0.937072087
gene22545,232.5644795,0.035811816,0.106278827,0.336960964,0.736146327,0.937072087
gene31132,841.6357958,-0.02859311,0.084882898,-0.336853599,0.736227266,0.937072087
gene24361,1047.541188,0.022267817,0.066264447,0.336044712,0.73683715,0.937072087
gene2649,98.51498301,-0.044332352,0.131943281,-0.335995523,0.736874243,0.937072087
gene12966,632.319903,0.032337966,0.096334622,0.335683734,0.737109373,0.937072087
gene26460,210.6088657,0.032453325,0.096741845,0.335463161,0.73727573,0.937072087
gene38415,145.7018451,0.041263265,0.123285926,0.334695666,0.737854671,0.937072087
gene20555,414.1313054,-0.030253196,0.090438601,-0.334516406,0.737989913,0.937072087
gene36466,72.56944336,-0.042771152,0.12795733,-0.334261053,0.738182577,0.937072087
gene29281,753.45833,-0.037516865,0.112285375,-0.334120673,0.738288501,0.937072087
gene1785,215.5568986,0.036085141,0.108009397,0.33409261,0.738309676,0.937072087
gene23621,178.5274116,0.043131243,0.1293088,0.333552267,0.738717442,0.937072087
gene2557,79.71874307,0.044179926,0.132461348,0.333530699,0.738733721,0.937072087
gene21628,357.9357943,0.037156809,0.111490402,0.33327361,0.738927758,0.937072087
gene39095,76.31099099,-0.0436425,0.131004835,-0.333136562,0.739031202,0.937072087
gene29573,76.24845919,0.044172,0.132777243,0.332677491,0.739377742,0.937072087
gene40721,391.8184765,-0.032149539,0.096733614,-0.332351263,0.739624036,0.937072087
gene2725,928.6685755,-0.036143149,0.108888931,-0.331926752,0.739944569,0.937072087
gene25865,235.2347884,-0.037370084,0.112604196,-0.331871147,0.739986558,0.937072087
gene36570,146.7968433,-0.038643094,0.116635767,-0.331314272,0.740407112,0.937295311
gene19824,648.0089443,-0.034689224,0.104940877,-0.330559692,0.740977097,0.937314649
gene15348,199.051026,-0.034538985,0.104608479,-0.330173861,0.741268596,0.937314649
gene22856,240.2563431,-0.033147792,0.100424146,-0.330077911,0.741341094,0.937314649
gene20718,141.0144762,0.042971358,0.130216006,0.330000585,0.74139952,0.937314649
gene25595,161.6030877,0.037695813,0.11476621,0.328457418,0.742565835,0.93784373
gene2638,859.8069172,0.027351485,0.083287133,0.328399879,0.742609335,0.93784373
gene12477,92.81169055,0.039934201,0.121649961,0.328271387,0.742706476,0.93784373
gene3976,457.6294652,-0.02917161,0.088910199,-0.328101958,0.742834574,0.93784373
gene12080,118.0714244,0.039942525,0.121839099,0.32783011,0.74304012,0.93784373
gene16750,87.74765654,-0.042898605,0.131108118,-0.32720022,0.743516455,0.938136349
gene34379,171.7610044,-0.036805907,0.113012287,-0.325680578,0.74466604,0.938651456
gene18979,79.19347728,0.039229205,0.12048984,0.325581016,0.744741377,0.938651456
gene23160,164.3481864,-0.036018946,0.110665565,-0.325475644,0.744821113,0.938651456
gene22558,112.4978854,0.041439992,0.127363791,0.325367133,0.744903227,0.938651456
gene24572,291.9296778,-0.024953723,0.076805447,-0.324895224,0.745260372,0.938793187
gene25016,375.3145093,-0.031845238,0.098405646,-0.323611905,0.746231873,0.939345363
gene24446,90.54705501,0.040922895,0.126583197,0.323288522,0.746476746,0.939345363
gene37794,166.0494725,0.037952273,0.117501563,0.322993772,0.746699959,0.939345363
gene13869,79.17245275,0.042809694,0.132753557,0.32247493,0.747092927,0.939345363
gene22044,713.7614211,-0.035949601,0.11158741,-0.322165388,0.747327404,0.939345363
gene13933,67.30324269,0.040771843,0.126714717,0.321760913,0.747633828,0.939345363
gene15308,2723.173915,-0.030327931,0.094610099,-0.320557013,0.748546118,0.939345363
gene15648,192.4351202,0.0425323,0.13269978,0.320515226,0.74857779,0.939345363
gene40990,115.4916897,0.036487555,0.113897201,0.320355146,0.748699124,0.939345363
gene22173,208.8154316,0.037178979,0.116096353,0.320242434,0.748784558,0.939345363
gene32426,270.2486495,0.033590206,0.104921525,0.320145996,0.748857659,0.939345363
gene29060,698.6857708,-0.034066359,0.10671841,-0.319217264,0.749561766,0.939345363
gene31043,77.25996548,0.041729741,0.130813481,0.319001838,0.749725119,0.939345363
gene16155,366.4737704,-0.032644385,0.102332941,-0.319001729,0.749725201,0.939345363
gene2141,254.2551038,-0.03438717,0.107801934,-0.318984723,0.749738098,0.939345363
gene38884,195.4997066,-0.03169846,0.099399216,-0.318900502,0.749801963,0.939345363
gene11074,287.8740926,-0.036436513,0.114284358,-0.318823274,0.749860528,0.939345363
gene34807,146.7521384,-0.037445494,0.11772093,-0.318086973,0.750418965,0.939540325
gene1050,100.2426733,-0.040446391,0.127200957,-0.317972379,0.750505889,0.939540325
gene29434,99.61251967,-0.041336054,0.13031135,-0.317209927,0.751084318,0.939957772
gene2689,87.24557536,0.041036008,0.129586424,0.31666904,0.751494743,0.940164764
gene28639,76.46281016,0.041961464,0.132733064,0.316134226,0.75190063,0.940365944
gene10141,75.21595685,-0.040577759,0.128714763,-0.315253337,0.752569312,0.940706656
gene25688,133.8940789,0.037828273,0.120133409,0.314885539,0.752848561,0.940706656
gene19839,709.5609415,0.032312127,0.102641225,0.314806523,0.752908559,0.940706656
gene37179,239.327203,-0.03706515,0.118162325,-0.31367993,0.753764145,0.941146381
gene41131,597.2838854,0.024012769,0.076566283,0.313620672,0.753809158,0.941146381
gene17851,78.46950572,0.040241113,0.128437549,0.313312681,0.754043117,0.941146381
gene17708,596.8960964,0.02736868,0.08742552,0.31305138,0.754241627,0.941146381
gene32500,197.8686938,-0.033575015,0.107610286,-0.312005624,0.755036249,0.941605151
gene19984,177.2547656,0.036992441,0.118595311,0.31192162,0.755100091,0.941605151
gene28963,17101.25439,-0.030550162,0.098064161,-0.311532383,0.755395929,0.941668024
gene41251,195.3785865,0.03764687,0.121115827,0.310833615,0.755927113,0.942024142
gene40600,156.9416933,-0.034700219,0.112112985,-0.309511153,0.756932729,0.942438785
gene30476,122.4439135,0.039936263,0.129219714,0.309057049,0.757278131,0.942438785
gene40628,109.0335125,-0.036157022,0.11701382,-0.308997878,0.757323141,0.942438785
gene20021,151.8701422,-0.034250006,0.110910622,-0.308807266,0.757468142,0.942438785
gene38024,345.4661403,-0.035480142,0.114903812,-0.308781245,0.757487936,0.942438785
gene39772,72.83047599,-0.040518717,0.131872259,-0.307257322,0.758647517,0.943490379
gene2228,423.4769175,0.025386762,0.08298323,0.305926412,0.759660676,0.943490379
gene35331,562.021557,-0.026132033,0.085489616,-0.305674938,0.759852157,0.943490379
gene38889,179.8204061,0.040491955,0.132563687,0.305452841,0.760021282,0.943490379
gene3775,471.1557467,0.02657916,0.087048007,0.3053391,0.7601079,0.943490379
gene41037,196.5551676,0.035137547,0.115218458,0.304964564,0.760393142,0.943490379
gene40611,477.0575017,0.023867923,0.078276099,0.304919684,0.760427323,0.943490379
